name,race,background,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,day,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup
4208a5,Hill Dwarf,Folk Hero,Cleric 10,Cleric,Trickery Domain,10,,100,22,16,16,18,13,20,14,Animal Handling|Insight|Survival|Persuasion,08 30 18,LN,N,L,Dwarf,Guidance*0|Toll the Dead*0|Word of Radiance*0|Spare the Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Word*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5,"Warhammer|Crossbow, Light",08-11
382dea,Human,Criminal,Ranger 10,Ranger,Horizon Walker,10,Lucky,100,17,11,20,18,12,16,14,Athletics|Stealth|Investigation|Perception|Survival|Deception,08 30 18,,NA,NA,Human,Protection from Evil and Good*1|Hunter’s Mark*1|Hail of Thorns*1|Misty Step*2|Pass Without Trace*2|Haste*3|Lightning Arrow*3,Shortsword|Longbow,08-11
214c67,Mountain Dwarf,Folk Hero,Sorcerer 10,Sorcerer,Divine Soul,10,,72,16,10,12,16,12,12,18,Arcana|Religion|Animal Handling|Survival,08 27 18,NG,G,N,Dwarf,Ray of Frost*0|Shocking Grasp*0|Guidance*0|Resistance*0|Message*0|Mage Hand*0|Cure Wounds*1|Shield*1|Guiding Bolt*1|Spiritual Weapon*2|Scorching Ray*2|Revivify*3|Fireball*3|Major Image*3|Banishment*4|Guardian of Faith*4|Wall of Light*5|Insect Plague*5,"Crossbow, Light|Dagger",08-11
62c3d6,Kenku,Acolyte,Cleric 10,Cleric,Grave Domain,10,,73,18,8,18,14,10,18,10,Stealth|History|Religion|Insight|Medicine|Deception,05 27 18,,NA,NA,Kenku,Spare the Dying*0|Guidance*0|Light*0|Sacred Flame*0|Word of Radiance*0|Thaumaturgy*0|Bane*1|False Life*1|Guiding Bolt*1|Bless*1|Gentle Repose*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Revivify*3|Vampiric Touch*3|Spirit Guardians*3|Mass Healing Word*3|Animate Dead*3|Dispel Magic*3|Sending*3|Speak with Dead*3|Glyph of Warding*3|Blight*4|Death Ward*4|Banishment*4|Divination*4|Antilife Shell*5|Raise Dead*5|Mass Cure Wounds*5|Holy Weapon*5,"Mace|Crossbow, Light",08-11
17ded3,Hill Dwarf,Hermit,Druid 10,Druid,Circle of the Moon,10,,90,14,10,13,17,10,20,8,Religion|Insight|Medicine|Perception,08 01 18,,NA,NA,Dwarf,,Scimitar,08-11
99bac3,Dragonborn,Acolyte,Paladin 10,Paladin,Oath of Vengeance,10,Great Weapon Master,90,16,17,11,16,9,10,14,Athletics|Religion|Insight|Persuasion,08 02 18,,NA,NA,Dragonborn,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Maul|Greatsword|Javelin,08-11
8c54e5,Wood Elf,Criminal,Rogue 10,Rogue,Assassin,10,Lucky,70,16,8,20,15,10,14,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,08 02 18,,NA,NA,Elf,,Rapier|Shortbow|Dagger,08-11
3e1717,Human,Outlander,Ranger 10,Ranger,Hunter,10,Sharpshooter,70,16,10,20,13,10,16,8,Athletics|Stealth|Investigation|Insight|Perception|Survival,08 02 18,,NA,NA,Human,,Shortsword|Longbow,08-11
38ca26,Wood Elf,Criminal,Rogue 10,Rogue,Swashbuckler,10,Elven Accuracy|Alert,90,16,14,20,14,11,14,17,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion,08 07 18,,NA,NA,Elf,,Rapier|Shortbow|Dagger,08-11
badc40,Mountain Dwarf,Soldier,Barbarian 10,Barbarian,Path of the Totem Warrior,10,Alert|Polearm Master,65,16,17,14,17,8,10,8,Athletics|Perception|Survival|Intimidation,09 08 18,NG,G,N,Dwarf,,Greataxe|Handaxe|Javelin|Spear,08-11
a50a03,Human,Sage,Sorcerer 10,Sorcerer,Shadow Magic,10,Spell Sniper,70,13,8,16,14,12,10,18,Arcana|History|Insight|Perception|Intimidation,07 22 18,,NA,NA,Human,Darkness*2,"Crossbow, Light|Dagger",08-11
d9db84,Wood Elf,Guild Artisan,Wizard 10,Wizard,School of Conjuration,10,Spell Sniper|Elven Accuracy,42,13,10,16,10,15,14,12,Arcana|Insight|Medicine|Perception|Persuasion,07 02 18,,NA,NA,Elf,,Quarterstaff,08-11
13fec1,Human,Acolyte,Cleric 10,Cleric,Life Domain,10,,88,18,13,14,14,11,17,14,Religion|Insight|Medicine|Persuasion,08 12 18,,NA,NA,Human,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,"Mace|Crossbow, Light",08-11
9d5fce,Wood Elf,Hermit,Druid 10,Druid,Circle of the Moon,10,,80,16,8,16,14,12,20,8,Arcana|Religion|Medicine|Perception|Survival,05 26 18,,NA,NA,Elf,,,08-11
8719d7,Half-Orc,Outlander,Barbarian 10,Barbarian,Path of the Berserker,10,,119,17,20,14,16,8,10,10,Athletics|Nature|Perception|Survival|Intimidation,05 26 18,NN,N,N,Half-Orc,,Greatsword|Shortbow|Javelin,08-11
82b4b4,Mountain Dwarf,Soldier,Fighter 10,Fighter,Battle Master,10,Great Weapon Master,116,21,20,10,18,10,11,10,Athletics|Perception|Survival|Intimidation,05 26 18,CG,G,C,Dwarf,,Maul|Handaxe,08-11
41cfab,Tabaxi,Criminal,Rogue 10,Rogue,Assassin,10,Alert,73,16,8,20,15,10,13,13,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,05 06 18,,NA,NA,Tabaxi,,Rapier|Shortbow|Dagger,08-11
439342,Rock Gnome,Faction Agent,Blood Hunter 10,Blood Hunter,Order of the Mutant,10,Fade Away,84,15,13,16,14,14,12,12,Acrobatics|Investigation|Religion|Insight|Survival,04 19 18,,NA,NA,Gnome,,"Morningstar|Crossbow, hand",08-11
aa960d,Naga,Mercenary Veteran,Fighter 10,Fighter,Cavalier,10,Tavern Brawler,100,18,20,16,18,14,14,13,Athletics|Acrobatics|Insight|Survival|Persuasion,05 09 18,,NA,NA,,,"Longsword|Crossbow, Light",08-11
d9db84,Lightfoot Halfling,Far Traveler,Ranger 9,Ranger,Hunter,9,,95,15,13,19,15,12,10,10,Athletics|Stealth|Insight|Perception|Survival,07 06 18,,NA,NA,Halfling,,Shortsword|Longbow,08-11
0b47da,Tiefling,Noble,Sorcerer 9,Sorcerer,Revised Favored Soul,9,Ritual Caster,47,10,8,10,12,16,13,18,Arcana|History|Deception|Persuasion,08 04 18,NG,G,N,Tiefling,Mending*0|Spare the Dying*0|Fire Bolt*0|Guidance*0|Thaumaturgy*0|Cure Wounds*1|Disguise Self*1|Chaos Bolt*1|Identify*1|Detect Magic*1|Suggestion*2|Spiritual Weapon*2|Fireball*3|Mass Healing Word*3|Banishment*4|Vitriolic Sphere*4|Polymorph*4|Hold Monster*5,Quarterstaff|Dagger,08-11
db822a,Water Genasi,Acolyte,Paladin 9,Paladin,Oath of Ancients,9,,110,17,15,14,16,10,14,13,Athletics|Religion|Insight|Persuasion,08 12 18,,NA,NA,Genasi,Ensnaring Strike*1|Speak with Animals*1|Moonbeam*2|Misty Step*2|Plant Growth*3|Protection from Energy*3,Javelin,08-11
973ebc,Earth Genasi,Knight,Paladin 9,Paladin,Oath of Devotion,9,Sentinel|Mounted Combatant,121,21,13,13,18,12,11,16,Arcana|Religion|Medicine|Persuasion,06 18 18,LN,N,L,Genasi,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2|Beacon of Hope*3|Dispel Magic*3,Halberd|Handaxe|Dagger|Warhammer,08-11
6d6a55,Human,Soldier,Fighter 9,Fighter,Champion,9,Tough|Heavy Armor Master,103,20,19,15,16,15,10,14,Athletics|Perception|Survival|Intimidation,06 21 18,,NA,NA,Human,,Longsword|Handaxe,08-11
797ff2,Lightfoot Halfling,Charlatan,Rogue 9,Rogue,Thief,9,,75,14,10,16,16,8,10,18,Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion,07 10 18,,NA,NA,Halfling,,Shortsword|Shortbow|Dagger,08-11
f779de,Lightfoot Halfling,Charlatan,Rogue 9,Rogue,Thief,9,Lucky,75,14,10,16,16,8,10,16,Sleight of Hand|Stealth|Insight|Perception|Deception|Persuasion,07 13 18,,NA,NA,Halfling,,Rapier|Shortbow|Dagger,08-11
46811d,Mountain Dwarf,Soldier,Fighter 9,Fighter,Battle Master,9,,101,18,18,10,20,10,10,14,Athletics|Acrobatics|Perception|Intimidation,07 09 18,,NA,NA,Dwarf,,Longsword|Handaxe,08-11
956f97,Turtle,Soldier,Fighter 9,Fighter,Samurai,9,Defensive Duelist|Great Weapon Master,85,16,18,13,16,8,11,10,Athletics|Acrobatics|Perception|Survival|Intimidation,07 11 18,,NA,NA,Turtle,,"Greatsword|Crossbow, Light",08-11
5375c3,Wood Elf,Outlander,Fighter 9,Fighter,Arcane Archer,9,Sharpshooter|Elven Accuracy,85,16,8,18,16,10,13,13,Athletics|Acrobatics|Nature|Insight|Perception|Survival,07 10 18,,NA,NA,Elf,,Longsword|Longbow|Handaxe,08-11
e832a4,Half-Orc,Outlander,Barbarian 9,Barbarian,Path of the Totem Warrior,9,Tavern Brawler|Orcish Fury,95,15,20,15,17,10,12,17,Athletics|Nature|Perception|Survival|Intimidation,07 31 18,,NA,NA,Half-Orc,,Greataxe|Handaxe|Javelin,08-11
bc99b6,Orc,Folk Hero,Cleric 9,Cleric,Death Domain,9,,66,16,16,10,14,10,18,9,Religion|Animal Handling|Survival|Intimidation|Persuasion,07 15 18,,NA,NA,Orc,Toll the Dead*0|Resistance*0|Spare the Dying*0|Thaumaturgy*0|Sacred Flame*0|False Life*1|Ray of Sickness*1|Bane*1|Bless*1|Inflict Wounds*1|Protection from Evil and Good*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Gentle Repose*2|Prayer of Healing*2|Spiritual Weapon*2|Animate Dead*3|Vampiric Touch*3|Bestow Curse*3|Life Transference*3|Blight*4|Death Ward*4|Guardian of Faith*4|Control Water*4|Antilife Shell*5|Cloudkill*5|Contagion*5,"Warhammer|Crossbow, Light",08-11
5da7a8,Half-Elf,Sailor,Sorcerer 9,Sorcerer,Shadow Magic,9,Spell Sniper,65,10,8,10,16,12,14,18,Athletics|Arcana|History|Religion|Perception|Persuasion,07 15 18,,NA,NA,Half-Elf,Infestation*0|Mage Hand*0|Chill Touch*0|Fire Bolt*0|Ray of Frost*0|Shocking Grasp*0|Chaos Bolt*1|Magic Missile*1|Chromatic Orb*1|Darkness*2|Scorching Ray*2|Shatter*2|Fireball*3|Melf’s Minute Meteors*3|Storm Sphere*4|Dimension Door*4|Immolation*5,Quarterstaff|Dagger,08-11
1fc5f6,Wood Elf,Inheritor,Druid 9,Druid,Circle of the Shepherd,9,Linguist|Elven Accuracy,60,13,12,11,16,17,20,12,Arcana|Animal Handling|Medicine|Perception|Survival,07 10 18,LG,G,L,Elf,Thunderclap*0|Druidcraft*0|Gust*0|Magic Stone*0|Thunderwave*1|Healing Word*1|Cure Wounds*1|Ice Knife*1|Healing Spirit*2|Flame Blade*2|Moonbeam*2|Call Lightning*3|Conjure Animals*3|Wind Wall*3|Conjure Woodland Beings*4|Polymorph*4|Storm Sphere*4|Wrath of Nature*5,Mace,08-11
ea7e21,Half-Elf,Guild Artisan,Warlock 9,Warlock,The Hexblade,9,Elven Accuracy|Polearm Master,75,13,8,14,16,8,12,18,Arcana|Insight|Perception|Deception|Intimidation|Persuasion,07 10 18,,NA,NA,Half-Elf,,"Crossbow, Light|Dagger",08-11
92f3e2,Mountain Dwarf,Hermit,Paladin 9,Paladin,Oath of Ancients,9,Tough,116,20,16,12,16,10,12,16,Athletics|Religion|Insight|Medicine,06 15 18,NG,G,N,Dwarf,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|Shield of Faith*1|Moonbeam*2|Misty Step*2|Lesser Restoration*2|Plant Growth*3|Protection from Energy*3|Revivify*3|Blinding Smite*3|Crusader’s Mantle*3|Dispel Magic*3,Battleaxe|Handaxe,08-11
a6a545,Kenku,Charlatan,Druid 9,Druid,Circle of the Shepherd,9,War Caster,66,15,8,14,14,9,20,8,Sleight of Hand|Stealth|Nature|Animal Handling|Deception,08 30 18,,NA,NA,Kenku,,Longbow|Dagger,08-11
1510ef,Half-Orc,Sailor,Barbarian 9,Barbarian,Path of the Berserker,9,Great Weapon Master,130,16,20,15,18,12,12,14,Athletics|Nature|Perception|Survival|Intimidation,05 28 18,LN,N,L,Half-Orc,,Greataxe|Handaxe|Javelin|Greatsword,08-11
58e33d,Half-Orc,Sailor,Barbarian 9,Barbarian,Path of the Berserker,9,Great Weapon Master,130,16,20,15,18,12,12,14,Athletics|Nature|Perception|Survival|Intimidation,05 28 18,LN,N,L,Half-Orc,,Greataxe|Handaxe|Javelin|Greatsword,08-11
0af90d,Half-Elf,Criminal,Wizard 9,Wizard,War Magic,9,Resilient,61,12,8,14,14,18,12,12,Stealth|Arcana|Investigation|Perception|Deception,05 16 18,,NA,NA,Half-Elf,,Quarterstaff,08-11
4ed3b0,Mountain Dwarf,Outlander,Barbarian 8,Barbarian,Path of the Totem Warrior,8,,101,22,20,20,20,12,14,18,Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation,09 09 18,CG,G,C,Dwarf,*,Battleaxe|Warhammer|Javelin,08-11
af7e20,Mountain Dwarf,Outlander,Barbarian 8,Barbarian,Path of the Totem Warrior,8,,101,22,20,20,20,12,14,18,Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation,09 09 18,CG,G,C,Dwarf,*,Battleaxe|Warhammer|Javelin,08-11
759369,Half-Orc,Barbarian Tribe Member,Barbarian 8,Barbarian,Path of the Totem Warrior,8,,116,16,16,12,20,10,11,10,Athletics|Acrobatics|Stealth|Animal Handling|Perception|Survival|Intimidation,05 25 18,CN,N,C,Half-Orc,,Dagger|Greataxe|Handaxe,08-11
fa63a2,Human,Hermit,Mystic 8,Mystic,Order of the Wu Jen,8,,68,15,12,18,18,18,12,7,Arcana|Religion|Insight|Medicine|Perception|Survival,09 03 18,,NA,NA,Human,,"Spear|Crossbow, Light",08-11
2240a8,Human,Acolyte,Cleric 8,Cleric,War Domain,8,Ritual Caster,80,21,16,10,14,10,18,10,Arcana|History|Religion|Insight|Medicine,07 15 18,,NA,NA,Human,Thaumaturgy*0|Mending*0|Word of Radiance*0|Spare the Dying*0|Cure Wounds*1|Shield of Faith*1|Guiding Bolt*1|Bless*1|Sanctuary*1|Alarm*1|Find Familiar*1|Spiritual Weapon*2|Enhance Ability*2|Hold Person*2|Lesser Restoration*2|Magic Weapon*2|Crusader’s Mantle*3|Spirit Guardians*3|Revivify*3|Dispel Magic*3|Freedom of Movement*4|Stoneskin*4|Fabricate*4|Stone Shape*4,Warhammer|Glaive|Light hammer,08-11
0b1cdb,Dragonborn,Mercenary Veteran,Paladin 8,Paladin,OathBreaker,8,,89,16,17,15,17,10,10,12,Athletics|Insight|Intimidation|Persuasion,08 16 18,,NA,NA,Dragonborn,Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2,Greatsword|Longbow|Dagger,08-11
8063b1,Dragonborn,City Watch,Cleric 8,Cleric,Life Domain,8,,80,20,15,11,14,11,16,11,Athletics|Religion|Insight|Medicine,06 23 18,NG,G,N,Dragonborn,Spare the Dying*0|Light*0|Resistance*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2|Blindness/Deafness*2|Beacon of Hope*3|Revivify*3|Bestow Curse*3|Death Ward*4|Guardian of Faith*4,"Mace|Crossbow, Light",08-11
fca96f,Dragonborn,Faction Agent,Sorcerer 8,Sorcerer,Draconic Bloodline,8,Elemental Adept,66,16,13,17,16,12,14,19,Arcana|Insight|Persuasion,06 23 18,,NA,NA,Dragonborn,Fire Bolt*0|Shocking Grasp*0|Acid Splash*0|Ray of Frost*0|Shield*1|Sleep*1|Magic Missile*1|Ice Knife*1|Mirror Image*2|Enhance Ability*2|Misty Step*2|Hypnotic Pattern*3|Haste*3|Blink*3|Banishment*4|Polymorph*4,"Crossbow, Light|Dagger|Quarterstaff",08-11
2b2537,Turtle,Hermit,Monk 8,Monk,Way of the Four Elements,8,,57,18,13,20,13,11,16,9,Athletics|Stealth|Religion|Medicine|Survival,08 24 18,,NA,NA,Turtle,,Shortsword|Dart|Unarmed Strike,08-11
00fcca,Shadow Elf,Acolyte,Warlock 8,Warlock,The Hexblade,8,Elven Accuracy|Great Weapon Master,67,16,8,12,16,11,16,19,History|Investigation|Religion|Insight|Perception,06 03 18,,NA,NA,Elf,,"Crossbow, Light|Dagger|Greatsword",08-11
8b086b,,,Wizard 8,Wizard,School of Transmutation,8,Spell Sniper,55,11,6,13,15,20,12,10,Arcana|History|Investigation|Insight,07 04 18,,NA,NA,,,Dagger|Quarterstaff,08-11
9d4073,Firbolg,Haunted One,Druid 8,Druid,Circle of the Moon,8,War Caster|Magic Initiate,62,14,14,12,15,8,17,8,Arcana|Nature|Perception|Survival,07 25 18,,NA,NA,Firbolg,Resistance*0|Magic Stone*0|Druidcraft*0|Charm Person*1|Cure Wounds*1|Entangle*1|Faerie Fire*1|Pass Without Trace*2|Find Traps*2|Darkvision*2|Conjure Animals*3|Erupting Earth*3,"Scimitar|Greatclub|Sling|Crossbow, Light",08-11
0d7044,Hill Dwarf,Noble,Fighter 8,Fighter,Champion,8,,95,22,20,10,16,10,14,12,History|Insight|Intimidation|Persuasion,07 26 18,,NA,NA,Dwarf,,Battleaxe|Handaxe,08-11
f89d25,Hill Dwarf,Acolyte,Cleric 8,Cleric,War Domain,8,,75,20,12,10,16,10,20,11,Religion|Insight|Medicine,07 26 18,,NA,NA,Dwarf,Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader’s Mantle*3|Spirit Guardians*3|Freedom of Movement*4|Stoneskin*4,"Warhammer|Crossbow, Light",08-11
f9faba,Human,Sailor,Ranger 8,Ranger,Beast Conclave,8,Magic Initiate|Crossbow Expert,68,16,8,18,14,8,16,10,Athletics|Stealth|Animal Handling|Insight|Perception|Survival,06 26 18,,NA,NA,Human,,"Shortsword|Longbow|Crossbow, hand|Net",08-11
2f4882,Orc,Haunted One,Fighter 8,Fighter,Battle Master,8,Dual Wielder|Mage Slayer,92,17,20,14,20,11,11,15,Investigation|Insight|Perception|Survival|Intimidation,06 13 18,,NA,NA,Orc,,"Warhammer|Battleaxe|Crossbow, Light",08-11
26ad32,Forest Gnome,Mercenary Veteran,Wizard 8,Wizard,School of Evocation,8,,66,14,12,18,18,20,18,13,Athletics|Arcana|Insight|Persuasion,07 07 18,,NA,NA,Gnome,,Quarterstaff,08-11
ff4000,Lineage - Glas,Criminal,Rogue 8,Rogue,Thief,8,,57,17,10,18,12,9,14,16,Athletics|Acrobatics|Stealth|Perception|Deception|Persuasion,07 31 18,,NA,NA,Tiefling,,Dagger|Shortsword|Shortbow,08-11
0b1bf8,Human,Inheritor,Druid 8,Druid,Circle of the Moon,8,Prodigy|War Caster|Resilient,67,13,10,11,16,12,18,16,Athletics|Stealth|Arcana|History|Perception|Survival,05 24 18,,NA,NA,Human,,Scimitar,08-11
7658c0,Human,Knight,Cleric 8,Cleric,Knowledge Domain,8,Healer,35,16,14,10,9,14,15,16,Acrobatics|Arcana|History|Religion|Medicine|Persuasion,06 05 18,,NA,NA,Human,Guidance*0|Mending*0|Sacred Flame*0|Word of Radiance*0|Command*1|Identify*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Augury*2|Suggestion*2|Prayer of Healing*2|Silence*2|Spiritual Weapon*2|Nondetection*3|Speak with Dead*3|Mass Healing Word*3|Spirit Guardians*3|Bestow Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Stone Shape*4,Mace|Handaxe,08-11
3ba1ad,Half-Orc,Outlander,Ranger 8,Ranger,Beast Master,8,,68,13,18,14,15,9,11,12,Athletics|Nature|Animal Handling|Survival|Intimidation,06 05 18,CG,G,C,Half-Orc,Hunter’s Mark*1|Absorb Elements*1|Cure Wounds*1|Beast Bond*1|Pass Without Trace*2|Healing Spirit*2|Spike Growth*2,Dagger|Spear|Longbow,08-11
aa3a3c,Tiefling,Entertainer,Bard 8,Bard,College of Lore,8,,51,11,9,11,12,12,12,19,Acrobatics|Arcana|History|Insight|Medicine|Deception|Performance|Persuasion,06 05 18,,NA,NA,Tiefling,Vicious Mockery*0|Friends*0|Tasha’s Hideous Laughter*1|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Suggestion*2|Phantasmal Force*2|Silence*2|Stinking Cloud*3|Fear*3|Dispel Magic*3|Bestow Curse*3|Polymorph*4|Dimension Door*4,Rapier|Dagger,08-11
1a9e02,Half-Elf,Sage,Druid 8,Druid,Circle of the Moon,8,,75,13,10,14,18,14,14,10,Arcana|History|Nature|Religion|Animal Handling,06 05 18,,NA,NA,Half-Elf,Druidcraft*0|Frostbite*0|Shillelagh*0|Entangle*1|Faerie Fire*1|Goodberry*1|Healing Word*1|Animal Messenger*2|Barkskin*2|Beast Sense*2|Feign Death*3|Water Breathing*3|Plant Growth*3|Grasping Vine*4|Conjure Woodland Beings*4,Quarterstaff|Scimitar,08-11
19070f,Wood Elf,Folk Hero,Ranger 8,Ranger,Beast Master,8,,75,17,13,18,16,16,16,13,Athletics|Stealth|Animal Handling|Insight|Perception|Survival,06 06 18,CG,G,C,Elf,Hunter’s Mark*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1|Pass Without Trace*2|Barkskin*2|Lesser Restoration*2,"Shortsword|Longbow|Crossbow, Light",08-11
d9ac9e,Air Genasi,Criminal,Ranger 8,Ranger,Gloom Stalker,8,Mobile,76,16,12,20,16,12,15,7,Athletics|Stealth|Perception|Survival|Deception,06 27 18,,NA,NA,Genasi,Disguise Self*1|Hunter’s Mark*1|Absorb Elements*1|Cure Wounds*1|Rope Trick*2|Pass Without Trace*2|Healing Spirit*2,Shortsword|Longbow|Whip,08-11
7ac963,Tabaxi,Urban Bounty Hunter,Fighter 8,Fighter,Purple Dragon Knight,8,,68,15,16,19,15,16,11,11,Acrobatics|Stealth|Animal Handling|Insight|Perception|Survival|Persuasion,08 06 18,,NA,NA,Tabaxi,,"Longbow|Shortsword|Crossbow, Light",08-11
bda296,Wood Elf,Criminal,Monk 8,Monk,Way of Shadow,8,,67,20,11,20,16,7,20,10,Acrobatics|Stealth|Insight|Perception|Deception,04 27 18,,NA,NA,Elf,,Shortsword|Dart|Unarmed Strike,08-11
3d83a8,Kenku,Cloistered Scholar,Cleric 8,Cleric,Death Domain,8,,51,18,10,16,12,13,20,8,Sleight of Hand|Stealth|History|Religion|Insight|Medicine,04 27 18,NG,G,N,Kenku,Chill Touch*0|Guidance*0|Mending*0|Spare the Dying*0|False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4,"Warhammer|Crossbow, Light|Rapier",08-11
a9c971,Half-Elf,Acolyte,Monk 8,Monk,Way of the Open Hand,8,,59,20,13,20,14,8,20,15,Athletics|Acrobatics|Stealth|Animal Handling|Insight|Perception,05 11 18,,NA,NA,Half-Elf,,Shortsword|Dart|Unarmed Strike,08-11
88313,Stout Halfling,Soldier,Fighter 7,Fighter,Champion,7,Squat Nimbleness,76,18,18,14,14,12,12,9,Athletics|Acrobatics|Insight|Intimidation,08 13 18,,NA,NA,Halfling,,"Maul|Longsword|Crossbow, Light",04-07
93cbf0,Half-Elf,Haunted One,Sorcerer 7,Sorcerer,Wild Magic,7,,44,10,11,10,14,16,14,19,Insight|Persuasion,08 16 18,,NA,NA,Half-Elf,Dancing Lights*0|Fire Bolt*0|Mage Hand*0|Poison Spray*0|Prestidigitation*0|Detect Magic*1|Witch Bolt*1|Burning Hands*1|Crown of Madness*2|Scorching Ray*2|Fear*3|Lightning Bolt*3|Wall of Fire*4,"Crossbow, Light|Dagger",04-07
3481bd,Wood Elf,Charlatan,Ranger 7,Ranger,Beast Master,7,Elven Accuracy,65,14,10,17,15,10,13,11,Sleight of Hand|Nature|Animal Handling|Insight|Perception|Deception,08 09 18,LN,N,L,Elf,Hunter’s Mark*1|Speak with Animals*1|Silence*2|Pass Without Trace*2|Animal Messenger*2,Sickle|Longbow|Whip,04-07
b185e6,Eladrin ToF,Noble,Druid 7,Druid,Circle of the Shepherd,7,,49,16,8,16,14,10,16,13,History|Animal Handling|Insight|Perception|Persuasion,08 30 18,LG,G,L,,Create Bonfire*0|Druidcraft*0|Mending*0|Charm Person*1|Entangle*1|Detect Magic*1|Cure Wounds*1|Beast Bond*1|Healing Spirit*2|Moonbeam*2|Conjure Animals*3|Plant Growth*3|Giant Insect*4,Scimitar,04-07
83d63d,Gray-Elf,Noble,Cleric 7,Cleric,Death Domain,7,,52,17,10,18,14,12,18,18,History|Religion|Insight|Deception|Persuasion,07 22 18,CG,G,C,Elf,Light*0|Mending*0|Sacred Flame*0|Spare the Dying*0|Thaumaturgy*0|Bane*1|False Life*1|Gentle Repose*2|Ray of Enfeeblement*2|Revivify*3|Vampiric Touch*3|Blight*4|Death Ward*4,War pick|Rapier,04-07
2a2fff,High Elf,Faction Agent,Fighter 7,Fighter,Eldritch Knight,7,Defensive Duelist,69,14,14,16,13,14,10,12,Arcana|Insight|Perception,08 19 18,LN,N,L,Elf,Mending*0|Ray of Frost*0|True Strike*0|Charm Person*1|Sleep*1|Mage Armor*1|Misty Step*2|Invisibility*2,Longbow|Scimitar|War pick,04-07
c3ddc7,Triton,Barbarian Tribe Member,Barbarian 7,Barbarian,Path of the Storm Herald,7,,98,21,16,16,20,12,8,12,Athletics|Animal Handling|Survival|Intimidation,08 26 18,CG,G,C,Triton,Fog Cloud*1|Gust of Wind*2|Wall of Water*3,Trident,04-07
cf287f,Half-Orc,Mercenary Veteran,Barbarian 7,Barbarian,Path of the Totem Warrior,7,,75,16,17,16,16,8,9,8,Athletics|Perception|Survival|Intimidation|Persuasion,08 12 18,,NA,NA,Half-Orc,,Greataxe|Javelin,04-07
148dc9,Human,Cloistered Scholar,Wizard 7,Wizard,School of Illusion,7,,42,13,9,16,15,18,10,9,Arcana|History|Investigation|Insight,08 30 18,,NA,NA,Human,,Dagger,04-07
